created_on,source,industry
2017-01-28,Email,Telecom
2017-01-28,Social,Education
2017-01-28,Direct,Telecom
2017-01-28,Organic,Health Care
2017-01-28,Paid,Finance
2017-01-28,Direct,Telecom
2017-01-28,Organic,Education
2017-01-28,Social,Telecom
2017-01-28,Paid,Telecom
2017-01-28,Social,Health Care
2017-01-28,Referral,Finance
2017-01-28,Organic,SaaS
2017-01-28,Social,Finance
2017-01-28,Paid,SaaS
2017-01-28,Organic,SaaS
2017-01-28,Social,IT
2017-01-28,Organic,IT
2017-01-28,Social,Finance
2017-01-28,Direct,Education
2017-01-28,Email,IT
2017-01-28,Organic,SaaS
2017-01-28,Referral,Telecom
2017-01-29,Direct,Education
2017-01-29,Email,Education
2017-01-29,Organic,Finance
2017-01-29,Paid,Finance
2017-01-29,Organic,IT
2017-01-29,Organic,Finance
2017-01-29,Direct,Finance
2017-01-29,Direct,Education
2017-01-29,Email,Telecom
2017-01-29,Direct,SaaS
2017-01-29,Organic,Finance
2017-01-29,Referral,SaaS
2017-01-29,Paid,SaaS
2017-01-29,Direct,Retail/Entertainment
2017-01-29,Organic,Telecom
2017-01-29,Direct,Finance
2017-01-29,Social,Telecom
2017-01-29,Email,Telecom
2017-01-29,Organic,Finance
2017-01-29,Organic,Telecom
2017-01-29,Social,Retail/Entertainment
2017-01-29,Social,SaaS
2017-01-29,Social,Retail/Entertainment
2017-01-29,Referral,SaaS
2017-01-29,Referral,Education
2017-01-29,Social,SaaS
2017-01-29,Organic,SaaS
2017-01-29,Paid,Health Care
2017-01-29,Social,Telecom
2017-01-29,Paid,Finance
2017-01-30,Organic,IT
2017-01-30,Paid,SaaS
2017-01-30,Email,Telecom
2017-01-30,Paid,Health Care
2017-01-30,Email,IT
2017-01-30,Social,Education
2017-01-30,Referral,SaaS
2017-01-30,Paid,Finance
2017-01-30,Social,Finance
2017-01-30,Social,IT
2017-01-30,Organic,Retail/Entertainment
2017-01-30,Referral,Retail/Entertainment
2017-01-30,Social,Telecom
2017-01-30,Social,Finance
2017-01-30,Organic,SaaS
2017-01-30,Organic,Health Care
2017-01-30,Social,IT
2017-01-30,Organic,SaaS
2017-01-30,Social,SaaS
2017-01-30,Paid,Retail/Entertainment
2017-01-30,Organic,SaaS
2017-01-30,Organic,IT
2017-01-30,Organic,Telecom
2017-01-30,Social,IT
2017-01-30,Direct,Finance
2017-01-30,Paid,SaaS
2017-01-30,Organic,Health Care
2017-01-30,Referral,Education
2017-01-30,Referral,Education
2017-01-30,Organic,SaaS
2017-01-30,Direct,Education
2017-01-30,Referral,Telecom
2017-01-30,Organic,Health Care
2017-01-31,Paid,Finance
2017-01-31,Organic,Finance
2017-01-31,Email,Telecom
2017-01-31,Social,Health Care
2017-01-31,Referral,Retail/Entertainment
2017-01-31,Referral,SaaS
2017-01-31,Social,IT
2017-01-31,Paid,Education
2017-01-31,Referral,Education
2017-01-31,Email,Telecom
2017-01-31,Direct,SaaS
2017-01-31,Organic,SaaS
2017-01-31,Email,SaaS
2017-01-31,Direct,Education
2017-01-31,Organic,Telecom
2017-01-31,Paid,Telecom
2017-01-31,Paid,Education
2017-01-31,Referral,Finance
2017-01-31,Email,Retail/Entertainment
2017-01-31,Email,Retail/Entertainment
2017-01-31,Social,IT
2017-01-31,Direct,Education
2017-01-31,Email,SaaS
2017-01-31,Social,Health Care
2017-01-31,Organic,Education
2017-01-31,Direct,Telecom
2017-01-31,Paid,SaaS
2017-01-31,Social,Retail/Entertainment
2017-01-31,Direct,SaaS
2017-01-31,Email,Retail/Entertainment
2017-02-01,Referral,Finance
2017-02-01,Paid,Health Care
2017-02-01,Paid,Telecom
2017-02-01,Direct,SaaS
2017-02-01,Social,SaaS
2017-02-01,Paid,SaaS
2017-02-01,Paid,Education
2017-02-01,Organic,Education
2017-02-01,Organic,SaaS
2017-02-01,Email,IT
2017-02-01,Email,SaaS
2017-02-01,Social,Telecom
2017-02-01,Organic,Education
2017-02-01,Direct,SaaS
2017-02-01,Social,IT
2017-02-01,Direct,SaaS
2017-02-01,Paid,SaaS
2017-02-01,Direct,SaaS
2017-02-01,Paid,Health Care
2017-02-01,Referral,IT
2017-02-01,Organic,IT
2017-02-01,Organic,Finance
2017-02-02,Paid,Retail/Entertainment
2017-02-02,Social,SaaS
2017-02-02,Organic,Health Care
2017-02-02,Direct,Telecom
2017-02-02,Referral,SaaS
2017-02-02,Email,Finance
2017-02-02,Organic,Finance
2017-02-02,Paid,Health Care
2017-02-02,Referral,IT
2017-02-02,Paid,IT
2017-02-02,Organic,Telecom
2017-02-02,Social,Telecom
2017-02-02,Organic,SaaS
2017-02-02,Social,Telecom
2017-02-02,Direct,SaaS
2017-02-02,Organic,SaaS
2017-02-02,Referral,IT
2017-02-02,Organic,SaaS
2017-02-02,Paid,Retail/Entertainment
2017-02-02,Organic,SaaS
2017-02-02,Social,IT
2017-02-02,Social,Retail/Entertainment
2017-02-02,Email,Retail/Entertainment
2017-02-02,Paid,Retail/Entertainment
2017-02-02,Direct,Finance
2017-02-02,Email,Telecom
2017-02-02,Direct,SaaS
2017-02-02,Social,Finance
2017-02-02,Social,Finance
2017-02-02,Direct,SaaS
2017-02-02,Social,Retail/Entertainment
2017-02-02,Direct,SaaS
2017-02-02,Social,Finance
2017-02-02,Paid,Retail/Entertainment
2017-02-02,Email,IT
2017-02-02,Referral,Education
2017-02-02,Social,Retail/Entertainment
2017-02-03,Organic,SaaS
2017-02-03,Social,SaaS
2017-02-03,Referral,IT
2017-02-03,Paid,SaaS
2017-02-03,Direct,Telecom
2017-02-03,Organic,Education
2017-02-03,Referral,Telecom
2017-02-03,Organic,SaaS
2017-02-03,Paid,SaaS
2017-02-03,Organic,Retail/Entertainment
2017-02-03,Paid,Health Care
2017-02-03,Email,Retail/Entertainment
2017-02-03,Email,IT
2017-02-03,Referral,Health Care
2017-02-03,Organic,Telecom
2017-02-03,Paid,Education
2017-02-03,Direct,SaaS
2017-02-03,Social,IT
2017-02-03,Email,Finance
2017-02-03,Organic,SaaS
2017-02-03,Organic,Finance
2017-02-03,Paid,Retail/Entertainment
2017-02-03,Referral,IT
2017-02-03,Email,SaaS
2017-02-03,Email,Health Care
2017-02-03,Social,Finance
2017-02-03,Email,Telecom
2017-02-03,Direct,SaaS
2017-02-03,Direct,SaaS
2017-02-03,Direct,IT
2017-02-03,Organic,SaaS
2017-02-03,Organic,SaaS
2017-02-03,Referral,SaaS
2017-02-03,Direct,Health Care
2017-02-03,Social,Health Care
2017-02-03,Paid,Finance
2017-02-04,Organic,IT
2017-02-04,Direct,SaaS
2017-02-04,Referral,IT
2017-02-04,Organic,Telecom
2017-02-04,Paid,SaaS
2017-02-04,Organic,Education
2017-02-04,Referral,Finance
2017-02-04,Direct,Finance
2017-02-04,Organic,Education
2017-02-04,Paid,Finance
2017-02-04,Email,Telecom
2017-02-04,Organic,Health Care
2017-02-04,Email,Finance
2017-02-04,Social,Education
2017-02-04,Referral,SaaS
2017-02-04,Referral,Education
2017-02-04,Email,Telecom
2017-02-04,Paid,Telecom
2017-02-04,Organic,SaaS
2017-02-04,Paid,IT
2017-02-04,Organic,Health Care
2017-02-04,Organic,SaaS
2017-02-04,Paid,Telecom
2017-02-04,Referral,SaaS
2017-02-04,Paid,Retail/Entertainment
2017-02-04,Email,IT
2017-02-04,Organic,Finance
2017-02-04,Organic,Telecom
2017-02-04,Email,Telecom
2017-02-04,Organic,Telecom
2017-02-05,Social,Finance
2017-02-05,Email,Finance
2017-02-05,Organic,IT
2017-02-05,Direct,IT
2017-02-05,Paid,SaaS
2017-02-05,Social,Telecom
2017-02-05,Paid,Retail/Entertainment
2017-02-05,Paid,Telecom
2017-02-05,Referral,Finance
2017-02-05,Organic,Retail/Entertainment
2017-02-05,Organic,Finance
2017-02-05,Paid,IT
2017-02-05,Direct,Telecom
2017-02-05,Organic,SaaS
2017-02-05,Paid,IT
2017-02-05,Social,Retail/Entertainment
2017-02-05,Direct,SaaS
2017-02-05,Referral,SaaS
2017-02-05,Paid,Telecom
2017-02-05,Paid,SaaS
2017-02-05,Social,Telecom
2017-02-05,Email,IT
2017-02-05,Organic,Finance
2017-02-05,Paid,Retail/Entertainment
2017-02-05,Referral,IT
2017-02-05,Organic,SaaS
2017-02-05,Organic,Education
2017-02-05,Direct,Retail/Entertainment
2017-02-05,Social,Retail/Entertainment
2017-02-05,Paid,Retail/Entertainment
2017-02-05,Referral,SaaS
2017-02-06,Direct,SaaS
2017-02-06,Direct,Finance
2017-02-06,Organic,IT
2017-02-06,Social,IT
2017-02-06,Organic,Finance
2017-02-06,Social,Telecom
2017-02-06,Referral,SaaS
2017-02-06,Email,Telecom
2017-02-06,Organic,Telecom
2017-02-06,Organic,Health Care
2017-02-06,Referral,IT
2017-02-06,Referral,Finance
2017-02-06,Social,SaaS
2017-02-06,Email,Finance
2017-02-06,Email,Retail/Entertainment
2017-02-06,Social,Health Care
2017-02-06,Email,Telecom
2017-02-06,Referral,Finance
2017-02-06,Paid,IT
2017-02-06,Organic,Finance
2017-02-06,Social,Retail/Entertainment
2017-02-06,Social,SaaS
2017-02-06,Social,Telecom
2017-02-06,Organic,SaaS
2017-02-06,Direct,IT
2017-02-06,Direct,SaaS
2017-02-06,Paid,Telecom
2017-02-06,Paid,Telecom
2017-02-06,Paid,SaaS
2017-02-06,Email,Education
2017-02-06,Organic,SaaS
2017-02-06,Organic,SaaS
2017-02-06,Referral,Retail/Entertainment
2017-02-06,Referral,Health Care
2017-02-06,Paid,Finance
2017-02-06,Referral,Retail/Entertainment
2017-02-06,Email,IT
2017-02-06,Referral,Telecom
2017-02-06,Social,Health Care
2017-02-06,Organic,Telecom
2017-02-06,Direct,SaaS
2017-02-06,Email,SaaS
2017-02-06,Referral,Finance
2017-02-06,Email,Telecom
2017-02-06,Social,SaaS
2017-02-06,Referral,SaaS
2017-02-06,Social,Education
2017-02-06,Organic,Telecom
2017-02-06,Paid,Telecom
2017-02-06,Social,Telecom
2017-02-06,Direct,Retail/Entertainment
2017-02-06,Referral,SaaS
2017-02-06,Email,Education
2017-02-06,Referral,Telecom
2017-02-06,Email,Finance
2017-02-06,Paid,Finance
2017-02-06,Organic,Telecom
2017-02-06,Paid,SaaS
2017-02-06,Social,Telecom
2017-02-06,Organic,IT
2017-02-06,Paid,Education
2017-02-06,Social,Telecom
2017-02-06,Email,IT
2017-02-06,Paid,Health Care
2017-02-06,Social,Education
2017-02-07,Direct,Telecom
2017-02-07,Organic,Finance
2017-02-07,Direct,SaaS
2017-02-07,Direct,SaaS
2017-02-07,Email,Retail/Entertainment
2017-02-07,Organic,Finance
2017-02-07,Organic,Retail/Entertainment
2017-02-07,Social,Health Care
2017-02-07,Direct,Retail/Entertainment
2017-02-07,Social,Finance
2017-02-07,Paid,Finance
2017-02-07,Referral,IT
2017-02-07,Referral,IT
2017-02-07,Direct,Finance
2017-02-07,Email,Finance
2017-02-07,Direct,Finance
2017-02-08,Direct,SaaS
2017-02-08,Social,SaaS
2017-02-08,Direct,Telecom
2017-02-08,Paid,Finance
2017-02-08,Direct,IT
2017-02-08,Paid,SaaS
2017-02-08,Paid,SaaS
2017-02-08,Organic,Telecom
2017-02-08,Organic,Finance
2017-02-08,Social,IT
2017-02-08,Social,Finance
2017-02-08,Social,Retail/Entertainment
2017-02-08,Referral,Education
2017-02-08,Organic,Education
2017-02-08,Email,Retail/Entertainment
2017-02-08,Paid,Health Care
2017-02-08,Organic,Health Care
2017-02-08,Social,Telecom
2017-02-08,Social,Health Care
2017-02-08,Social,Finance
2017-02-08,Social,Retail/Entertainment
2017-02-08,Referral,Health Care
2017-02-08,Direct,Education
2017-02-08,Paid,Education
2017-02-08,Direct,SaaS
2017-02-08,Referral,IT
2017-02-08,Organic,SaaS
2017-02-08,Email,SaaS
2017-02-08,Social,SaaS
2017-02-08,Referral,Telecom
2017-02-08,Email,Retail/Entertainment
2017-02-08,Referral,Finance
2017-02-09,Social,Health Care
2017-02-09,Direct,Health Care
2017-02-09,Paid,IT
2017-02-09,Email,Finance
2017-02-09,Organic,IT
2017-02-09,Referral,Telecom
2017-02-09,Paid,Education
2017-02-09,Direct,SaaS
2017-02-09,Email,SaaS
2017-02-09,Paid,Finance
2017-02-09,Direct,Finance
2017-02-09,Organic,Finance
2017-02-09,Social,Finance
2017-02-09,Referral,Finance
2017-02-09,Social,Retail/Entertainment
2017-02-09,Email,SaaS
2017-02-09,Paid,IT
2017-02-09,Organic,Health Care
2017-02-09,Social,SaaS
2017-02-09,Email,Education
2017-02-09,Referral,Retail/Entertainment
2017-02-09,Organic,Telecom
2017-02-09,Social,Telecom
2017-02-09,Email,Health Care
2017-02-09,Social,IT
2017-02-09,Email,Telecom
2017-02-09,Paid,IT
2017-02-09,Paid,Health Care
2017-02-09,Referral,Finance
2017-02-09,Paid,Telecom
2017-02-09,Direct,Retail/Entertainment
2017-02-09,Paid,Telecom
2017-02-09,Email,SaaS
2017-02-09,Social,Telecom
2017-02-09,Social,Telecom
2017-02-09,Organic,SaaS
2017-02-09,Paid,Finance
2017-02-09,Social,Retail/Entertainment
2017-02-09,Social,Telecom
2017-02-09,Email,IT
2017-02-09,Paid,Telecom
2017-02-09,Referral,IT
2017-02-09,Paid,Education
2017-02-09,Paid,IT
2017-02-09,Paid,SaaS
2017-02-09,Referral,IT
2017-02-09,Direct,IT
2017-02-09,Organic,Finance
2017-02-09,Referral,SaaS
2017-02-09,Organic,Finance
2017-02-09,Direct,IT
2017-02-09,Organic,Finance
2017-02-09,Email,Retail/Entertainment
2017-02-09,Paid,Retail/Entertainment
2017-02-09,Paid,IT
2017-02-09,Direct,Health Care
2017-02-09,Paid,SaaS
2017-02-09,Social,Retail/Entertainment
2017-02-09,Referral,Telecom
2017-02-09,Social,Education
2017-02-09,Referral,Telecom
2017-02-09,Email,Finance
2017-02-09,Direct,Health Care
2017-02-09,Direct,SaaS
2017-02-10,Social,Health Care
2017-02-10,Organic,Telecom
2017-02-10,Direct,Education
2017-02-10,Paid,SaaS
2017-02-10,Social,Health Care
2017-02-10,Paid,Retail/Entertainment
2017-02-10,Email,Education
2017-02-10,Paid,Telecom
2017-02-10,Email,IT
2017-02-10,Direct,Telecom
2017-02-10,Referral,SaaS
2017-02-10,Email,Finance
2017-02-10,Paid,SaaS
2017-02-10,Email,Finance
2017-02-10,Social,Retail/Entertainment
2017-02-10,Social,Retail/Entertainment
2017-02-10,Organic,Telecom
2017-02-10,Email,SaaS
2017-02-10,Direct,Health Care
2017-02-11,Paid,IT
2017-02-11,Referral,SaaS
2017-02-11,Email,Finance
2017-02-11,Email,Education
2017-02-11,Organic,Finance
2017-02-11,Paid,Retail/Entertainment
2017-02-11,Paid,Telecom
2017-02-11,Direct,SaaS
2017-02-11,Email,Retail/Entertainment
2017-02-11,Direct,Finance
2017-02-11,Email,Health Care
2017-02-11,Organic,Finance
2017-02-11,Paid,Retail/Entertainment
2017-02-11,Paid,Retail/Entertainment
2017-02-11,Referral,SaaS
2017-02-11,Organic,Telecom
2017-02-11,Paid,Telecom
2017-02-11,Paid,Finance
2017-02-11,Email,Telecom
2017-02-11,Direct,Education
2017-02-11,Direct,IT
2017-02-11,Direct,Retail/Entertainment
2017-02-11,Organic,Education
2017-02-11,Social,SaaS
2017-02-11,Referral,SaaS
2017-02-11,Social,IT
2017-02-11,Social,Health Care
2017-02-11,Paid,Retail/Entertainment
2017-02-11,Direct,Telecom
2017-02-11,Email,Finance
2017-02-11,Paid,Retail/Entertainment
2017-02-11,Referral,SaaS
2017-02-11,Direct,SaaS
2017-02-11,Organic,Telecom
2017-02-11,Paid,Telecom
2017-02-11,Paid,Telecom
2017-02-11,Email,Telecom
2017-02-11,Referral,Education
2017-02-11,Referral,Health Care
2017-02-11,Direct,Telecom
2017-02-11,Email,IT
2017-02-11,Organic,Telecom
2017-02-11,Organic,IT
2017-02-12,Organic,IT
2017-02-12,Social,Telecom
2017-02-12,Organic,Retail/Entertainment
2017-02-12,Paid,Health Care
2017-02-12,Organic,Telecom
2017-02-12,Email,Retail/Entertainment
2017-02-12,Social,Telecom
2017-02-12,Paid,Finance
2017-02-12,Social,Telecom
2017-02-12,Email,Health Care
2017-02-12,Email,Telecom
2017-02-12,Direct,Retail/Entertainment
2017-02-12,Paid,Health Care
2017-02-12,Referral,Education
2017-02-12,Organic,Health Care
2017-02-12,Paid,Retail/Entertainment
2017-02-12,Organic,Telecom
2017-02-12,Social,IT
2017-02-12,Paid,IT
2017-02-12,Paid,SaaS
2017-02-12,Email,Education
2017-02-12,Direct,Health Care
2017-02-12,Referral,Education
2017-02-12,Paid,SaaS
2017-02-12,Referral,SaaS
2017-02-12,Organic,Telecom
2017-02-12,Direct,Retail/Entertainment
2017-02-12,Social,Retail/Entertainment
2017-02-12,Direct,SaaS
2017-02-12,Email,Finance
2017-02-12,Paid,Telecom
2017-02-13,Referral,SaaS
2017-02-13,Social,IT
2017-02-13,Social,Telecom
2017-02-13,Email,IT
2017-02-13,Email,SaaS
2017-02-13,Referral,SaaS
2017-02-13,Organic,IT
2017-02-13,Organic,Health Care
2017-02-13,Social,Retail/Entertainment
2017-02-13,Referral,Telecom
2017-02-13,Organic,Telecom
2017-02-13,Organic,Telecom
2017-02-13,Direct,SaaS
2017-02-13,Paid,SaaS
2017-02-13,Email,Telecom
2017-02-13,Paid,IT
2017-02-13,Referral,Education
2017-02-13,Social,Education
2017-02-13,Email,SaaS
2017-02-13,Organic,SaaS
2017-02-13,Direct,Finance
2017-02-13,Referral,IT
2017-02-13,Referral,Health Care
2017-02-13,Referral,IT
2017-02-13,Paid,SaaS
2017-02-13,Organic,Telecom
2017-02-13,Organic,Health Care
2017-02-13,Direct,Telecom
2017-02-13,Social,Telecom
2017-02-13,Direct,Telecom
2017-02-13,Email,IT
2017-02-13,Organic,IT
2017-02-13,Direct,Education
2017-02-13,Email,Retail/Entertainment
2017-02-13,Social,Retail/Entertainment
2017-02-13,Paid,Education
2017-02-13,Email,Retail/Entertainment
2017-02-13,Paid,Retail/Entertainment
2017-02-13,Email,Health Care
2017-02-13,Organic,IT
2017-02-13,Paid,Finance
2017-02-13,Referral,SaaS
2017-02-13,Email,Finance
2017-02-13,Referral,Telecom
2017-02-13,Referral,Finance
2017-02-13,Paid,Finance
2017-02-13,Referral,Education
2017-02-13,Direct,IT
2017-02-13,Paid,SaaS
2017-02-13,Direct,Finance
2017-02-13,Email,Health Care
2017-02-13,Social,Finance
2017-02-13,Social,Health Care
2017-02-13,Social,Telecom
2017-02-13,Social,Health Care
2017-02-13,Paid,Finance
2017-02-13,Direct,Education
2017-02-13,Paid,IT
2017-02-13,Direct,Retail/Entertainment
2017-02-14,Direct,Retail/Entertainment
2017-02-14,Paid,IT
2017-02-14,Email,Telecom
2017-02-14,Referral,SaaS
2017-02-14,Email,Telecom
2017-02-14,Paid,Education
2017-02-14,Paid,SaaS
2017-02-14,Organic,SaaS
2017-02-14,Email,SaaS
2017-02-14,Paid,Finance
2017-02-14,Direct,Retail/Entertainment
2017-02-14,Paid,Retail/Entertainment
2017-02-14,Direct,Finance
2017-02-14,Email,Health Care
2017-02-14,Organic,Finance
2017-02-14,Social,Health Care
2017-02-14,Organic,Finance
2017-02-14,Referral,Finance
2017-02-14,Direct,Telecom
2017-02-14,Organic,Telecom
2017-02-14,Email,Telecom
2017-02-14,Direct,Finance
2017-02-14,Direct,Finance
2017-02-14,Organic,Finance
2017-02-14,Paid,Retail/Entertainment
2017-02-14,Referral,Finance
2017-02-14,Social,Education
2017-02-14,Social,Finance
2017-02-14,Organic,Retail/Entertainment
2017-02-14,Direct,SaaS
2017-02-14,Social,Finance
2017-02-14,Referral,SaaS
2017-02-14,Direct,Finance
2017-02-14,Social,Telecom
2017-02-14,Direct,IT
2017-02-14,Email,Finance
2017-02-14,Paid,Education
2017-02-14,Email,Finance
2017-02-14,Referral,Education
2017-02-14,Paid,Education
2017-02-14,Direct,Education
2017-02-15,Social,Health Care
2017-02-15,Email,SaaS
2017-02-15,Paid,Education
2017-02-15,Email,Telecom
2017-02-15,Direct,Health Care
2017-02-15,Paid,SaaS
2017-02-15,Paid,Health Care
2017-02-15,Paid,Education
2017-02-15,Organic,SaaS
2017-02-15,Paid,Health Care
2017-02-15,Paid,Telecom
2017-02-15,Organic,SaaS
2017-02-15,Direct,SaaS
2017-02-15,Social,Telecom
2017-02-15,Direct,Telecom
2017-02-15,Email,Education
2017-02-15,Organic,Education
2017-02-15,Referral,Finance
2017-02-15,Paid,Retail/Entertainment
2017-02-15,Email,Finance
2017-02-15,Social,Retail/Entertainment
2017-02-15,Direct,SaaS
2017-02-15,Referral,SaaS
2017-02-15,Social,Education
2017-02-15,Paid,Telecom
2017-02-15,Direct,Telecom
2017-02-15,Paid,Finance
2017-02-15,Paid,Education
2017-02-15,Social,Retail/Entertainment
2017-02-15,Direct,Finance
2017-02-15,Email,Health Care
2017-02-15,Organic,Finance
2017-02-15,Organic,IT
2017-02-15,Email,Health Care
2017-02-15,Social,Retail/Entertainment
2017-02-15,Paid,Telecom
2017-02-15,Paid,Finance
2017-02-15,Organic,Finance
2017-02-15,Email,Telecom
2017-02-15,Direct,IT
2017-02-15,Social,Health Care
2017-02-15,Direct,Education
2017-02-15,Direct,SaaS
2017-02-15,Email,SaaS
2017-02-15,Direct,Finance
2017-02-15,Organic,Health Care
2017-02-16,Social,Education
2017-02-16,Social,SaaS
2017-02-16,Organic,Finance
2017-02-16,Social,Retail/Entertainment
2017-02-16,Paid,SaaS
2017-02-16,Organic,SaaS
2017-02-16,Paid,IT
2017-02-16,Email,Retail/Entertainment
2017-02-16,Social,Health Care
2017-02-16,Email,Finance
2017-02-16,Social,Telecom
2017-02-16,Direct,Telecom
2017-02-16,Email,SaaS
2017-02-16,Social,SaaS
2017-02-16,Paid,SaaS
2017-02-16,Social,IT
2017-02-16,Paid,Telecom
2017-02-16,Email,Telecom
2017-02-16,Paid,Finance
2017-02-16,Referral,Retail/Entertainment
2017-02-16,Referral,Education
2017-02-16,Email,Health Care
2017-02-16,Email,Finance
2017-02-16,Social,IT
2017-02-16,Social,Finance
2017-02-16,Email,Retail/Entertainment
2017-02-16,Paid,Health Care
2017-02-16,Organic,Health Care
2017-02-16,Email,Education
2017-02-16,Referral,Finance
2017-02-16,Email,Telecom
2017-02-16,Organic,Finance
2017-02-16,Referral,Education
2017-02-16,Paid,Finance
2017-02-16,Direct,Retail/Entertainment
2017-02-16,Direct,Finance
2017-02-16,Referral,SaaS
2017-02-16,Direct,Telecom
2017-02-16,Referral,SaaS
2017-02-16,Email,Education
2017-02-16,Email,Health Care
